,0,1
10,80 00 00 28 07 ba 5d 3e 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
11,80 00 00 28 0b e4 63 77 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
12,80 00 00 28 1e eb 3c 51 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
13,80 00 00 28 32 8f a6 4d 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
14,80 00 00 28 43 0c ff 3d 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
15,80 00 00 28 45 0d 10 83 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
16,80 00 00 28 40 88 33 df 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
17,80 00 00 28 0c 54 bd 7c 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
18,80 00 00 28 49 7c b7 bb 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
19,80 00 00 28 00 03 0a 74 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
20,80 00 00 28 17 7f 48 66 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
21,80 00 00 28 42 1f bd 5a 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
22,80 00 00 28 41 d1 02 3f 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
23,80 00 00 28 00 d7 42 4d 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
24,80 00 00 28 3d 66 e1 1b 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
25,80 00 00 28 03 1c 73 28 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
26,80 00 00 28 2b 26 c6 af 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
27,80 00 00 28 02 3e 89 71 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
28,80 00 00 28 19 78 5d b0 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
29,80 00 00 28 72 fe 1d 13 00 00 00 00 00 00 00 02 00 01 86 a0 00 01 97 7c 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
30,80 00 00 28 26 1f 0c 6c 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
31,80 00 00 28 10 10 41 0d 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
32,80 00 00 28 35 e7 1b 28 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
33,80 00 00 28 3f c3 16 55 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
34,80 00 00 28 16 fd 40 75 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
35,80 00 00 28 1c af 7b 6e 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
36,80 00 00 28 48 0f a6 40 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
37,80 00 00 28 44 1f a7 28 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
38,80 00 00 28 32 0d e8 fe 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
39,80 00 00 28 0f 03 79 74 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
40,80 00 00 28 00 3d f1 79 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
41,80 00 00 28 3e 50 aa 8c 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
42,80 00 00 28 26 a5 dc 7c 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
43,80 00 00 28 40 b4 99 24 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
44,80 00 00 28 13 84 28 49 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
45,80 00 00 28 03 7c a4 51 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
46,80 00 00 28 26 e1 d8 64 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
47,80 00 00 28 0c 68 f8 46 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
48,80 00 00 28 1f 66 4f 8b 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
49,80 00 00 28 40 46 fa 8c 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
50,80 00 00 28 2b 19 62 b1 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
51,80 00 00 28 3c b5 1d 5a 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
52,80 00 00 28 40 bb c3 67 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
53,80 00 00 28 06 42 7b 15 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
54,80 00 00 28 40 d8 5d a6 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
55,80 00 00 28 02 bc a2 71 00 00 00 00 00 00 00 02 00 01 86 a0 02 8c fa 60 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
56,80 00 00 28 07 14 65 3f 00 00 00 00 00 00 00 02 00 01 86 a2 04 da e3 de 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1087] [T1087.004]
57,80 00 00 28 44 0b e5 57 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
58,80 00 00 28 2f c9 2b a9 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
59,80 00 00 28 09 bc fc 51 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
60,80 00 00 28 3d c1 31 d6 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
61,80 00 00 28 0b 51 71 e9 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
62,80 00 00 28 2b 09 ae de 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
63,80 00 00 28 2a 34 ab 88 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
64,80 00 00 28 21 bd 77 b3 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
65,80 00 00 28 1b 7d 44 de 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
66,80 00 00 28 3e 7c da b4 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
67,80 00 00 28 3e 1e bd 20 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
68,80 00 00 28 14 38 7d b3 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
69,80 00 00 28 0f 7b 10 6c 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
70,80 00 00 28 21 e0 41 f4 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
71,80 00 00 28 24 17 40 b9 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
72,80 00 00 28 1d 53 1c 60 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
73,80 00 00 28 2b be bd 7c 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
74,80 00 00 28 2f 11 f0 56 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
75,80 00 00 28 2b 1c a1 4d 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
76,80 00 00 28 04 d8 3e 6d 00 00 00 00 00 00 00 02 00 01 86 a0 01 74 8e b4 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
77,80 00 00 28 3d d2 6c de 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
78,80 00 00 28 35 21 fb e6 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
79,80 00 00 28 00 61 28 d3 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
80,80 00 00 28 02 d8 2b 4a 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
81,80 00 00 28 04 d6 20 34 00 00 00 00 00 00 00 02 00 01 86 a2 04 10 e2 8b 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1087] [T1087.004]
82,80 00 00 28 26 1c fc 41 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
83,80 00 00 28 26 68 ec 8c 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
84,80 00 00 28 06 82 3f 1d 00 00 00 00 00 00 00 02 00 01 86 a2 05 4c 47 d3 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1087] [T1087.004]
85,80 00 00 28 02 0b 5b 73 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
86,80 00 00 28 47 9b bc 3d 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
87,80 00 00 28 00 7f 5d 6c 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
88,80 00 00 28 05 e4 4d 4c 00 00 00 00 00 00 00 02 00 01 86 a0 02 5c db d7 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
89,80 00 00 28 2f 99 5a 9e 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
90,80 00 00 28 1b 71 28 a1 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
91,80 00 00 28 14 76 0f 30 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
92,80 00 00 28 26 d6 60 a8 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
93,80 00 00 28 00 c0 66 5f 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
94,80 00 00 28 1b fb 65 26 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
95,80 00 00 28 26 70 f0 99 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
96,80 00 00 28 1f 41 9c 40 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
97,80 00 00 28 33 fa 0f 34 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
98,80 00 00 28 04 b9 40 58 00 00 00 00 00 00 00 02 00 01 86 a0 03 ff 55 b6 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
99,80 00 00 28 21 d4 3e 02 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
100,80 00 00 28 43 e3 d6 28 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
101,80 00 00 28 0f 01 42 46 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
102,80 00 00 28 49 85 9c 29 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
103,80 00 00 28 00 20 04 c4 00 00 00 00 00 00 00 02 00 01 86 a0 02 9d 3f fe 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
104,80 00 00 28 0a 12 82 74 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
105,80 00 00 28 41 82 8b 6d 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
106,80 00 00 28 09 30 e1 da 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
107,80 00 00 28 02 60 3e df 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
108,80 00 00 28 2b 43 82 fc 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
109,80 00 00 28 05 82 7b 77 00 00 00 00 00 00 00 02 00 01 86 a0 00 c3 4d d1 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
110,80 00 00 28 2f fc f3 65 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
111,80 00 00 28 37 d7 7d de 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
112,80 00 00 28 40 e4 51 1b 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
113,80 00 00 28 2b 71 1b 99 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
114,80 00 00 28 46 90 7b 87 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
115,80 00 00 28 3e 09 80 99 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
116,80 00 00 28 26 d3 56 14 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
117,80 00 00 28 48 7c de 1c 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
118,80 00 00 28 2f c8 34 ae 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
119,80 00 00 28 23 3d a9 df 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
120,80 00 00 28 18 53 2b 1f 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
121,80 00 00 28 2f 43 fe cd 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
122,80 00 00 28 02 24 41 9a 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
123,80 00 00 28 02 d2 28 53 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
124,80 00 00 28 2b c0 12 52 00 00 00 00 00 00 00 02 00 01 86 a0 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00,[TA0007] [T1016] [T1016.001]
